provider_id,year_month,claims_n,members_unique_n,billed_total,approved_total,avg_claim_amount,median_claim_amount,p95_claim_amount,emergency_claims_n,inpatient_claims_n,preventive_claims_n,duplicate_claims_n,suspicious_claims_n,dx_proc_mismatch_n,high_severity_share,suspicious_claim_ratio,provider_type,specialty_group,provider_archetype,cost_vs_peer_index,utilization_density_index,anomaly_score_provider,provider_alert_level
PRV00075,2024-11,2,2,3540.48,3277.95,1770.24,1770.24,2869.77,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,4.529,1.0,0.892,High Alert
PRV00075,2024-12,4,4,5027.539999999999,3904.0299999999997,1256.8849999999998,372.21500000000003,3607.8489999999983,0,0,0,0,0,0,0.25,0.0,Imaging,Radiology,Normal,3.331,1.0,0.593,High Alert
PRV00075,2025-01,3,3,828.39,715.69,276.13,218.21,486.239,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.695,1.0,0.01,Normal
PRV00075,2025-02,2,2,505.07,376.53000000000003,252.535,252.535,399.9775,0,0,0,1,1,0,0.0,0.5,Imaging,Radiology,Normal,0.531,1.0,0.185,Normal
PRV00075,2025-03,1,1,209.99,179.17,209.99,209.99,209.99,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.388,1.0,0.01,Normal
PRV00075,2025-04,2,2,759.52,646.86,379.76,379.76,410.045,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.992,1.0,0.01,Normal
PRV00075,2025-05,2,2,426.88,298.76,213.44,213.44,289.049,0,0,1,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.417,1.0,0.01,Normal
PRV00075,2025-06,5,5,1607.52,1462.5700000000002,321.504,142.54,701.712,0,0,1,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.501,1.0,0.01,Normal
PRV00075,2025-07,4,4,870.33,782.03,217.5825,158.64,465.1049999999999,0,0,1,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.442,1.0,0.01,Normal
PRV00075,2025-09,4,4,2009.32,1766.71,502.33,483.55499999999995,895.4739999999999,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,1.431,1.0,0.118,Normal
PRV00075,2025-10,3,3,935.18,783.89,311.72666666666663,302.34,393.84299999999996,0,0,0,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.808,1.0,0.01,Normal
PRV00075,2025-11,2,2,773.3399999999999,578.3299999999999,386.66999999999996,386.66999999999996,528.771,0,0,0,0,1,0,0.0,0.5,Imaging,Radiology,Normal,0.703,1.0,0.185,Normal
PRV00075,2025-12,4,4,451.6,343.45,112.9,95.64500000000001,177.44799999999998,0,0,2,0,0,0,0.0,0.0,Imaging,Radiology,Normal,0.389,1.0,0.01,Normal
PRV00076,2024-01,5,5,1040.43,927.67,208.086,230.84,295.272,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.847,1.0,0.01,Normal
PRV00076,2024-02,3,3,1795.75,1586.16,598.5833333333334,601.45,953.953,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,2.095,1.0,0.284,Watchlist
PRV00076,2024-03,3,3,395.66999999999996,324.26,131.89,129.29,195.63799999999998,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.533,1.0,0.01,Normal
PRV00076,2024-04,3,3,1576.13,1474.94,525.3766666666667,86.18,1305.068,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,1.811,1.0,0.213,Normal
PRV00076,2024-05,4,4,463.92,419.33,115.98,108.89,153.874,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.519,1.0,0.01,Normal
PRV00076,2024-06,7,7,1206.26,1080.93,172.32285714285715,153.79,330.66999999999996,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.609,1.0,0.01,Normal
PRV00076,2024-07,9,9,1507.7,1309.24,167.52222222222224,143.64,323.31999999999994,0,0,0,1,1,0,0.0,0.111,Pharmacy,Pharmacy,Normal,0.555,1.0,0.049,Normal
PRV00076,2024-08,5,5,678.25,624.98,135.65,80.99,237.258,0,0,0,0,1,0,0.0,0.2,Pharmacy,Pharmacy,Normal,0.486,1.0,0.08,Normal
PRV00076,2024-09,6,6,1040.77,970.4,173.46166666666667,183.155,225.125,0,0,0,0,1,0,0.0,0.167,Pharmacy,Pharmacy,Normal,0.582,1.0,0.068,Normal
PRV00076,2024-10,7,7,1870.1100000000001,1603.67,267.15857142857146,268.57,365.429,0,0,1,0,1,0,0.143,0.143,Pharmacy,Pharmacy,Normal,1.283,1.0,0.131,Normal
PRV00076,2024-11,4,4,871.8299999999999,825.98,217.95749999999998,213.885,308.1785,0,0,1,0,2,0,0.25,0.5,Pharmacy,Pharmacy,Normal,0.751,1.0,0.185,Normal
PRV00076,2024-12,2,2,346.85,319.40999999999997,173.425,173.425,196.4785,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.636,1.0,0.01,Normal
PRV00076,2025-01,6,6,999.39,869.38,166.565,188.98000000000002,258.4675,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.696,1.0,0.01,Normal
PRV00076,2025-02,4,4,866.48,790.23,216.62,259.90999999999997,299.3485,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.854,1.0,0.01,Normal
PRV00076,2025-03,1,1,51.34,42.73,51.34,51.34,51.34,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.22,1.0,0.01,Normal
PRV00076,2025-04,3,3,374.56,317.19,124.85333333333334,59.58,250.344,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.516,1.0,0.01,Normal
PRV00076,2025-05,2,2,334.21000000000004,294.49,167.10500000000002,167.10500000000002,264.4265,0,0,0,0,0,0,0.5,0.0,Pharmacy,Pharmacy,Normal,0.677,1.0,0.01,Normal
PRV00076,2025-06,8,8,1126.23,1063.83,140.77875,88.41,364.80949999999984,0,0,3,0,0,0,0.125,0.0,Pharmacy,Pharmacy,Normal,0.578,1.0,0.01,Normal
PRV00076,2025-07,7,7,1332.99,1133.55,190.42714285714285,235.54,277.854,0,0,1,0,1,0,0.0,0.143,Pharmacy,Pharmacy,Normal,0.609,1.0,0.06,Normal
PRV00076,2025-08,6,6,1159.66,1016.25,193.27666666666667,172.53500000000003,330.6975,0,0,0,0,0,0,0.333,0.0,Pharmacy,Pharmacy,Normal,0.587,1.0,0.01,Normal
PRV00076,2025-09,3,3,461.88,416.0,153.96,160.47,197.172,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.581,1.0,0.01,Normal
PRV00076,2025-10,4,4,526.0699999999999,466.88,131.51749999999998,132.41,168.6495,0,0,0,0,1,0,0.0,0.25,Pharmacy,Pharmacy,Normal,0.531,1.0,0.098,Normal
PRV00076,2025-11,6,6,834.73,735.39,139.12166666666667,108.17,291.07,0,0,1,0,1,0,0.0,0.167,Pharmacy,Pharmacy,Normal,0.554,1.0,0.068,Normal
PRV00076,2025-12,2,2,360.90999999999997,347.44,180.45499999999998,180.45499999999998,292.50949999999995,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Normal,0.619,1.0,0.01,Normal
PRV00077,2024-01,4,4,1551.92,1347.87,387.98,397.21999999999997,613.4019999999999,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.579,1.0,0.169,Normal
PRV00077,2024-02,5,5,1286.62,1136.94,257.32399999999996,219.19,449.22399999999993,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,0.901,1.0,0.024,Normal
PRV00077,2024-03,4,4,765.9200000000001,656.5600000000001,191.48000000000002,161.9,302.70599999999996,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,0.773,1.0,0.024,Normal
PRV00077,2024-04,5,5,1876.69,1653.0,375.338,374.13,590.216,0,0,1,0,1,0,0.0,0.2,Pharmacy,Pharmacy,High Complexity,1.294,1.0,0.168,Normal
PRV00077,2024-05,3,3,553.54,516.87,184.51333333333332,178.22,246.06199999999998,0,0,0,0,1,0,0.0,0.333,Pharmacy,Pharmacy,High Complexity,0.826,1.0,0.141,Normal
PRV00077,2024-06,10,10,2974.25,2647.08,297.425,279.43,591.5094999999997,0,0,1,0,1,0,0.0,0.1,Pharmacy,Pharmacy,High Complexity,1.051,1.0,0.072,Normal
PRV00077,2024-07,4,4,1994.52,1774.6100000000001,498.63,428.99,876.6599999999999,0,0,0,0,0,0,0.5,0.0,Pharmacy,Pharmacy,High Complexity,1.653,1.0,0.187,Normal
PRV00077,2024-08,7,7,2050.52,1808.0,292.93142857142857,223.33,545.9569999999999,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.049,1.0,0.036,Normal
PRV00077,2024-09,6,6,2048.32,1796.0,341.3866666666667,387.315,521.81,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.145,1.0,0.06,Normal
PRV00077,2024-10,3,3,863.8399999999999,738.98,287.94666666666666,213.05,499.89799999999997,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.383,1.0,0.12,Normal
PRV00077,2024-11,2,2,572.44,505.44999999999993,286.22,286.22,371.405,0,0,0,0,0,0,0.5,0.0,Pharmacy,Pharmacy,High Complexity,0.987,1.0,0.024,Normal
PRV00077,2024-12,5,5,1133.4299999999998,995.9300000000001,226.68599999999998,202.53,484.1019999999999,0,0,0,0,0,0,0.2,0.0,Pharmacy,Pharmacy,High Complexity,0.832,1.0,0.024,Normal
PRV00077,2025-01,6,6,843.14,702.04,140.52333333333334,131.13,223.25,0,0,1,0,1,0,0.167,0.167,Pharmacy,Pharmacy,High Complexity,0.587,1.0,0.082,Normal
PRV00077,2025-02,5,5,1498.78,1297.16,299.756,222.84,576.992,0,0,3,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.182,1.0,0.069,Normal
PRV00077,2025-03,3,3,1515.45,1304.12,505.15000000000003,560.32,675.988,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,2.16,1.0,0.314,Watchlist
PRV00077,2025-04,4,4,711.2,638.97,177.8,114.85,354.05549999999994,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,0.735,1.0,0.024,Normal
PRV00077,2025-05,2,2,700.63,541.74,350.315,350.315,576.3185,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.42,1.0,0.129,Normal
PRV00077,2025-06,1,1,219.04,178.29,219.04,219.04,219.04,0,0,0,0,1,0,0.0,1.0,Pharmacy,Pharmacy,High Complexity,0.899,1.0,0.374,Watchlist
PRV00077,2025-07,2,2,268.86,249.22,134.43,134.43,178.458,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,0.43,1.0,0.024,Normal
PRV00077,2025-08,7,7,3010.14,2795.45,430.02,265.7,1258.088999999999,0,0,1,0,2,0,0.143,0.286,Pharmacy,Pharmacy,High Complexity,1.306,1.0,0.201,Normal
PRV00077,2025-09,8,8,3082.7799999999997,2605.49,385.34749999999997,329.995,651.4319999999999,0,0,1,0,0,0,0.125,0.0,Pharmacy,Pharmacy,High Complexity,1.455,1.0,0.138,Normal
PRV00077,2025-10,4,4,1396.93,1324.83,349.2325,267.54499999999996,692.2449999999999,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.41,1.0,0.126,Normal
PRV00077,2025-11,6,6,1155.73,1026.77,192.62166666666667,187.435,301.59000000000003,0,0,0,0,0,0,0.167,0.0,Pharmacy,Pharmacy,High Complexity,0.767,1.0,0.024,Normal
PRV00077,2025-12,9,9,3738.23,3212.77,415.3588888888889,203.92,1318.8839999999996,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,High Complexity,1.425,1.0,0.13,Normal
PRV00078,2024-01,16,16,96374.72,91803.14,6023.42,349.5,23455.300000000003,3,3,3,0,1,0,0.25,0.062,Hospital,Orthopedics,Expensive,4.21,1.0,0.86,High Alert
PRV00078,2024-02,15,15,5106.419999999999,4449.57,340.42799999999994,230.52,911.3129999999982,1,0,3,0,0,0,0.133,0.0,Hospital,Orthopedics,Expensive,0.248,1.0,0.036,Normal
PRV00078,2024-03,22,22,19985.649999999998,17053.95,908.4386363636363,264.265,3668.3185,3,4,1,1,3,1,0.364,0.136,Hospital,Orthopedics,Expensive,0.531,1.0,0.084,Normal
PRV00078,2024-04,9,9,91797.31000000001,72720.09999999999,10199.701111111113,456.64,52950.84399999997,1,3,1,0,2,1,0.444,0.222,Hospital,Orthopedics,Expensive,6.862,1.0,1.5,High Alert
PRV00078,2024-05,19,19,12620.48,11200.66,664.2357894736842,366.47,2209.497999999997,4,2,2,0,0,0,0.211,0.0,Hospital,Orthopedics,Expensive,0.883,1.0,0.036,Normal
PRV00078,2024-06,15,15,7048.05,6175.57,469.87,321.11,1729.629,1,1,2,0,1,0,0.067,0.067,Hospital,Orthopedics,Expensive,0.228,1.0,0.059,Normal
PRV00078,2024-07,12,12,15878.66,13749.689999999999,1323.2216666666666,357.81,5819.319999999992,4,1,3,0,0,0,0.167,0.0,Hospital,Orthopedics,Expensive,0.739,1.0,0.036,Normal
PRV00078,2024-08,21,21,20032.66,16578.52,953.9361904761905,319.84,5183.32,0,4,0,1,3,0,0.19,0.143,Hospital,Orthopedics,Expensive,0.659,1.0,0.086,Normal
PRV00078,2024-09,16,16,7697.139999999999,6451.51,481.07124999999996,215.14499999999998,1399.0549999999998,0,0,1,2,2,0,0.062,0.125,Hospital,Orthopedics,Expensive,0.351,1.0,0.08,Normal
PRV00078,2024-10,12,12,7984.12,6596.19,665.3433333333334,274.895,2395.790499999999,1,1,1,0,2,1,0.083,0.167,Hospital,Orthopedics,Expensive,0.347,1.0,0.094,Normal
PRV00078,2024-11,9,9,3722.6499999999996,3006.15,413.62777777777774,304.84,990.8319999999997,1,1,1,0,1,1,0.222,0.111,Hospital,Orthopedics,Expensive,0.301,1.0,0.075,Normal
PRV00078,2024-12,17,17,5675.35,4903.98,333.84411764705885,254.13,730.7159999999992,2,0,1,0,0,0,0.176,0.0,Hospital,Orthopedics,Expensive,0.253,1.0,0.036,Normal
PRV00078,2025-01,12,12,122503.77,100877.85,10208.647500000001,833.7049999999999,52486.09999999993,2,4,1,0,1,0,0.333,0.083,Hospital,Orthopedics,Expensive,3.828,1.0,0.772,High Alert
PRV00078,2025-02,16,16,56169.899999999994,50297.4,3510.6187499999996,416.47,14432.3125,2,2,3,0,1,0,0.188,0.062,Hospital,Orthopedics,Expensive,2.56,1.0,0.448,Watchlist
PRV00078,2025-03,11,11,87285.31,85612.89,7935.028181818182,301.9,40034.24,0,4,1,0,1,0,0.364,0.091,Hospital,Orthopedics,Expensive,4.468,1.0,0.935,High Alert
PRV00078,2025-04,13,13,5083.67,4581.3,391.0515384615385,317.92,848.0219999999996,3,0,0,0,1,0,0.077,0.077,Hospital,Orthopedics,Expensive,0.218,1.0,0.063,Normal
PRV00078,2025-05,14,14,8423.5,7294.4,601.6785714285714,300.56,1996.742499999999,1,2,4,0,0,0,0.143,0.0,Hospital,Orthopedics,Expensive,0.754,1.0,0.036,Normal
PRV00078,2025-06,12,12,4830.03,4317.99,402.5025,288.855,995.8209999999993,3,1,2,0,0,0,0.167,0.0,Hospital,Orthopedics,Expensive,0.295,1.0,0.036,Normal
PRV00078,2025-07,21,21,22670.91,19629.41,1079.567142857143,429.81,5124.02,4,5,0,0,3,0,0.286,0.143,Hospital,Orthopedics,Expensive,0.856,1.0,0.086,Normal
PRV00078,2025-08,12,12,39776.64,31679.94,3314.72,1063.38,13493.469499999988,2,3,1,0,1,1,0.25,0.083,Hospital,Orthopedics,Expensive,2.714,1.0,0.494,High Alert
PRV00078,2025-09,12,12,3105.75,2926.0099999999998,258.8125,219.075,633.8519999999995,1,0,1,0,0,0,0.0,0.0,Hospital,Orthopedics,Expensive,0.095,1.0,0.036,Normal
PRV00078,2025-10,9,9,4119.16,3766.3599999999997,457.6844444444444,366.05,1057.81,0,0,0,0,1,0,0.111,0.111,Hospital,Orthopedics,Expensive,0.408,1.0,0.075,Normal
PRV00078,2025-11,16,16,7926.92,6896.79,495.4325,351.19500000000005,1497.81,4,2,2,1,1,0,0.188,0.062,Hospital,Orthopedics,Expensive,0.264,1.0,0.058,Normal
PRV00078,2025-12,14,14,9316.54,8213.66,665.4671428571429,438.16,1712.9659999999994,3,3,2,0,1,0,0.286,0.071,Hospital,Orthopedics,Expensive,0.472,1.0,0.061,Normal
PRV00079,2024-01,25,25,5938.47,5228.97,237.5388,180.6,347.748,4,0,1,0,0,0,0.04,0.0,Clinic,General Medicine,Normal,0.524,1.0,0.01,Normal
PRV00079,2024-02,18,18,6751.86,6036.47,375.1033333333333,189.87,1185.5244999999975,2,0,1,0,1,0,0.056,0.056,Clinic,General Medicine,Normal,0.911,1.0,0.03,Normal
PRV00079,2024-03,19,19,15413.66,14459.83,811.2452631578948,158.74,1706.2919999999767,4,0,1,0,2,0,0.158,0.105,Clinic,General Medicine,Normal,1.732,1.0,0.23,Watchlist
PRV00079,2024-04,23,23,4886.15,4270.33,212.44130434782608,170.75,378.16700000000003,3,0,2,0,1,0,0.0,0.043,Clinic,General Medicine,Normal,0.435,1.0,0.025,Normal
PRV00079,2024-05,16,16,3356.47,2839.05,209.779375,144.73,590.7975,0,0,2,0,2,0,0.0,0.125,Clinic,General Medicine,Normal,0.575,1.0,0.054,Normal
PRV00079,2024-06,17,17,4484.28,3879.1099999999997,263.7811764705882,187.51,667.0779999999997,1,0,2,0,0,0,0.0,0.0,Clinic,General Medicine,Normal,0.6,1.0,0.01,Normal
PRV00079,2024-07,12,12,3952.6899999999996,3351.44,329.3908333333333,215.10000000000002,916.5959999999993,1,0,1,0,0,0,0.0,0.0,Clinic,General Medicine,Normal,0.773,1.0,0.01,Normal
PRV00079,2024-08,10,10,2183.7000000000003,1936.27,218.37000000000003,187.68,441.73899999999975,2,0,2,0,1,0,0.1,0.1,Clinic,General Medicine,Normal,0.633,1.0,0.045,Normal
PRV00079,2024-09,20,20,5845.24,5072.48,292.262,168.76,531.4785000000013,3,0,2,0,2,0,0.05,0.1,Clinic,General Medicine,Normal,0.693,1.0,0.045,Normal
PRV00079,2024-10,15,15,4566.7,4000.2599999999998,304.44666666666666,145.28,925.6409999999983,2,0,3,0,0,0,0.067,0.0,Clinic,General Medicine,Normal,0.754,1.0,0.01,Normal
PRV00079,2024-11,15,15,2795.86,2506.57,186.39066666666668,178.58,379.76499999999976,0,0,1,0,0,0,0.133,0.0,Clinic,General Medicine,Normal,0.447,1.0,0.01,Normal
PRV00079,2024-12,13,13,11832.07,10962.66,910.1592307692307,293.91,3612.161999999994,3,0,1,0,1,0,0.0,0.077,Clinic,General Medicine,Normal,2.156,1.0,0.326,Watchlist
PRV00079,2025-01,14,14,3568.71,3096.16,254.90785714285715,237.45999999999998,415.8525,0,0,3,1,3,0,0.071,0.214,Clinic,General Medicine,Normal,0.532,1.0,0.085,Normal
PRV00079,2025-02,14,14,4225.9,3585.42,301.84999999999997,219.735,786.8839999999998,2,0,1,0,1,0,0.0,0.071,Clinic,General Medicine,Normal,0.767,1.0,0.035,Normal
PRV00079,2025-03,23,22,17055.74,14189.72,741.5539130434784,220.48,914.8889999999999,4,0,1,0,0,0,0.043,0.0,Clinic,General Medicine,Normal,1.773,1.045,0.203,Normal
PRV00079,2025-04,18,18,7010.169999999999,6004.17,389.45388888888886,162.615,1243.0154999999966,2,0,1,1,4,0,0.0,0.222,Clinic,General Medicine,Normal,0.851,1.0,0.088,Normal
PRV00079,2025-05,14,14,4102.8,3562.25,293.0571428571429,246.475,742.4149999999997,2,0,0,1,4,0,0.0,0.286,Clinic,General Medicine,Normal,0.743,1.0,0.11,Normal
PRV00079,2025-06,18,18,3708.14,3257.84,206.00777777777776,140.91000000000003,473.3294999999997,2,0,1,0,1,0,0.0,0.056,Clinic,General Medicine,Normal,0.518,1.0,0.03,Normal
PRV00079,2025-07,12,12,2394.82,2116.42,199.56833333333336,180.495,439.5134999999999,2,0,2,0,1,0,0.167,0.083,Clinic,General Medicine,Normal,0.498,1.0,0.039,Normal
PRV00079,2025-08,17,17,3007.22,2575.84,176.89529411764704,128.72,478.82399999999996,0,0,3,0,1,0,0.118,0.059,Clinic,General Medicine,Normal,0.403,1.0,0.031,Normal
PRV00079,2025-09,12,12,3180.25,2774.04,265.0208333333333,216.26,699.4879999999999,2,0,2,0,1,0,0.0,0.083,Clinic,General Medicine,Normal,0.693,1.0,0.039,Normal
PRV00079,2025-10,14,14,4803.94,4267.28,343.1385714285714,196.14999999999998,1116.6019999999996,0,0,1,0,1,0,0.214,0.071,Clinic,General Medicine,Normal,0.791,1.0,0.035,Normal
PRV00079,2025-11,19,19,4897.81,4331.99,257.77947368421053,214.69,599.237,2,0,1,0,0,0,0.105,0.0,Clinic,General Medicine,Normal,0.648,1.0,0.01,Normal
PRV00079,2025-12,14,14,5248.74,4599.19,374.90999999999997,263.9,895.0159999999996,3,0,1,0,1,0,0.143,0.071,Clinic,General Medicine,Normal,0.807,1.0,0.035,Normal
PRV00080,2024-01,13,13,3467.83,3002.9900000000002,266.75615384615384,250.84,558.4099999999995,2,0,0,0,0,0,0.077,0.0,Hospital,General Medicine,Normal,0.186,1.0,0.01,Normal
PRV00080,2024-02,12,12,4709.72,4134.5599999999995,392.4766666666667,349.78499999999997,888.7459999999995,3,3,2,1,2,0,0.25,0.167,Hospital,General Medicine,Normal,0.285,1.0,0.068,Normal
PRV00080,2024-03,11,11,3702.63,3324.16,336.6027272727273,256.57,899.455,0,2,1,0,0,0,0.182,0.0,Hospital,General Medicine,Normal,0.197,1.0,0.01,Normal
PRV00080,2024-04,15,14,9025.26,8043.7,601.684,215.56,2325.818999999996,3,0,1,0,0,0,0.0,0.0,Hospital,General Medicine,Normal,0.405,1.071,0.01,Normal
PRV00080,2024-05,20,20,5609.42,5055.46,280.471,160.015,479.36700000000144,1,1,3,0,2,0,0.1,0.1,Hospital,General Medicine,Normal,0.373,1.0,0.045,Normal
PRV00080,2024-06,10,10,40384.630000000005,31420.35,4038.4630000000006,343.795,19982.163999999968,1,3,0,0,2,1,0.4,0.2,Hospital,General Medicine,Normal,1.962,1.0,0.32,Watchlist
PRV00080,2024-07,14,14,12060.16,11091.68,861.4399999999999,226.08499999999998,3216.121499999999,2,3,0,0,0,0,0.214,0.0,Hospital,General Medicine,Normal,0.481,1.0,0.01,Normal
PRV00080,2024-08,16,16,4132.2,3317.09,258.2625,171.91000000000003,807.5575,7,2,2,0,0,0,0.188,0.0,Hospital,General Medicine,Normal,0.179,1.0,0.01,Normal
PRV00080,2024-09,14,14,5384.02,4582.61,384.5728571428572,249.88,1049.4234999999999,1,0,0,0,0,0,0.143,0.0,Hospital,General Medicine,Normal,0.281,1.0,0.01,Normal
PRV00080,2024-10,18,18,4635.99,4067.32,257.555,181.2,640.141,4,1,0,0,1,0,0.167,0.056,Hospital,General Medicine,Normal,0.134,1.0,0.03,Normal
PRV00080,2024-11,11,11,15669.9,11906.300000000001,1424.5363636363636,235.95,6644.974999999999,5,1,2,0,1,1,0.182,0.091,Hospital,General Medicine,Normal,1.036,1.0,0.051,Normal
PRV00080,2024-12,16,16,14624.67,12853.560000000001,914.041875,422.405,3252.315,3,5,2,0,2,1,0.312,0.125,Hospital,General Medicine,Normal,0.693,1.0,0.054,Normal
PRV00080,2025-01,18,18,7192.31,6304.42,399.5727777777778,217.2,1136.3509999999994,1,2,1,0,0,0,0.222,0.0,Hospital,General Medicine,Normal,0.15,1.0,0.01,Normal
PRV00080,2025-02,11,11,2958.14,2577.79,268.9218181818182,311.99,477.99,5,0,0,0,0,0,0.0,0.0,Hospital,General Medicine,Normal,0.196,1.0,0.01,Normal
PRV00080,2025-03,11,11,15368.64,12277.619999999999,1397.1490909090908,196.41,6948.174999999999,1,0,0,1,2,0,0.182,0.182,Hospital,General Medicine,Normal,0.787,1.0,0.074,Normal
PRV00080,2025-04,15,15,22671.17,18809.07,1511.4113333333332,276.28,6362.677999999987,1,5,4,0,0,0,0.333,0.0,Hospital,General Medicine,Normal,0.841,1.0,0.01,Normal
PRV00080,2025-05,18,18,9669.49,9092.61,537.1938888888889,155.64,1763.5409999999952,5,3,5,0,0,0,0.222,0.0,Hospital,General Medicine,Normal,0.674,1.0,0.01,Normal
PRV00080,2025-06,15,15,13248.84,11485.74,883.256,275.37,3153.565999999998,3,2,2,1,2,1,0.2,0.133,Hospital,General Medicine,Normal,0.646,1.0,0.057,Normal
PRV00080,2025-07,15,15,15119.269999999999,13173.26,1007.9513333333332,139.11,4190.909999999988,3,0,0,0,1,0,0.133,0.067,Hospital,General Medicine,Normal,0.799,1.0,0.033,Normal
PRV00080,2025-08,13,13,6935.2,6032.24,533.4769230769231,268.51,1625.3799999999999,2,3,1,0,1,0,0.308,0.077,Hospital,General Medicine,Normal,0.437,1.0,0.037,Normal
PRV00080,2025-09,17,17,74699.09999999999,64754.700000000004,4394.064705882352,252.43,14602.03599999995,1,2,3,1,2,0,0.176,0.118,Hospital,General Medicine,Normal,1.61,1.0,0.204,Normal
PRV00080,2025-10,16,16,4493.83,3820.0,280.864375,184.5,786.625,3,2,2,0,0,0,0.25,0.0,Hospital,General Medicine,Normal,0.251,1.0,0.01,Normal
PRV00080,2025-11,11,11,2686.19,2183.79,244.19909090909093,114.38,703.685,3,0,1,0,0,0,0.0,0.0,Hospital,General Medicine,Normal,0.13,1.0,0.01,Normal
PRV00080,2025-12,22,22,34443.08,31906.63,1565.5945454545456,162.055,1788.905499999999,2,3,1,1,3,0,0.136,0.136,Hospital,General Medicine,Normal,1.111,1.0,0.085,Normal
PRV00081,2024-01,5,5,2123.09,1949.82,424.61800000000005,363.19,774.9639999999999,0,0,1,0,1,0,0.0,0.2,Pharmacy,Pharmacy,Expensive,1.728,1.0,0.288,Watchlist
PRV00081,2024-02,6,6,1530.31,1291.4,255.05166666666665,311.28,348.08750000000003,0,0,3,0,1,0,0.0,0.167,Pharmacy,Pharmacy,Expensive,0.893,1.0,0.094,Normal
PRV00081,2024-03,4,4,538.6500000000001,497.71000000000004,134.66250000000002,137.62,192.058,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Expensive,0.544,1.0,0.036,Normal
PRV00081,2024-04,4,4,811.97,765.15,202.9925,137.75,384.5229999999999,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Expensive,0.7,1.0,0.036,Normal
PRV00081,2024-05,4,4,841.58,760.1,210.395,154.175,396.21349999999995,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Expensive,0.942,1.0,0.036,Normal
PRV00081,2024-06,1,1,330.23,318.42,330.23,330.23,330.23,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Expensive,1.167,1.0,0.078,Normal
PRV00081,2024-07,3,3,607.36,556.61,202.45333333333335,174.65,336.173,0,0,0,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Expensive,0.671,1.0,0.036,Normal
PRV00081,2024-08,6,6,1406.44,1311.81,234.40666666666667,160.42000000000002,482.82,0,0,0,0,1,0,0.0,0.167,Pharmacy,Pharmacy,Expensive,0.839,1.0,0.094,Normal
PRV00081,2024-09,7,7,1300.33,1094.51,185.76142857142855,187.04,275.92699999999996,0,0,1,0,0,0,0.0,0.0,Pharmacy,Pharmacy,Expensive,0.623,1.0,0.036,Normal
